title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
Yudh (film),Action | Crime | Drama,Jackie Shroff | Anil Kapoor | Tina Ambani | Nutan | Danny Denzongpa | Deven Verma | Pran | Hema Malini | Manmohan Krishna | Shatrughan Sinha | Iftekhar | Madan Puri | Bharat Bhushan | Satyendra Kapoor,3 May 1985 (India),6.1,Kidnapped at a very young age  two twin brothers are separated from there respective mother. One grows up with a criminal and industrialist Gama Matten alias Chinoy and the other works for ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Yudh_VideoCover.jpeg/220px-Yudh_VideoCover.jpeg,https://en.wikipedia.org/wiki/Yudh_(film)
Zamana (1985 film),Action | Crime | Drama,Rajesh Khanna | Rishi Kapoor | Poonam Dhillon | Ranjeeta Kaur | Girish Karnad | Ashalata Wabgaonkar | Kulbhushan Kharbanda | Om Puri | Piloo J. Wadia | Satyendra Kapoor | Sharat Saxena | Mac Mohan | Yunus Parvez | Gurbachan Singh,22 February 1985 (India),6.5,Poona-based Satish is a professional photographer and lives with his pregnant wife  Sudha  and son named Vinod. While developing some photographs with his friend  Shyamlal  they come across...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Zamana_1985.jpg/220px-Zamana_1985.jpg,https://en.wikipedia.org/wiki/Zamana_(1985_film)
Zabardast,Action | Drama,Sanjeev Kumar | Sunny Deol | Rajiv Kapoor | Jaya Prada | Rati Agnihotri | Amrish Puri | Tanuja | Kulbhushan Kharbanda | Tariq | Rajendra Nath | Feroz | Ravindra Kapoor | Tabassum | Gita Siddharth,21 June 1985 (India),5.5,Ratan Kumar lives a middle-class existence with his wife  Pushpa and son  Sunder. When he is asked to commit a crime for Balram Singh  he does so  but decides to keep a suitcase full of ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Zabardast_-_1985_Movie_Poster.jpg/220px-Zabardast_-_1985_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Zabardast
Aaj Ka M.L.A. Ram Avtar,Action | Drama,Rajesh Khanna | Shabana Azmi | Deven Verma | Madan Puri | A.K. Hangal | Satyendra Kapoor | Madhukar | Om Shivpuri | Jagdeep | Shubha Khote | Viju Khote | Mohan Choti | Birbal | Manmauji,23 March 1984 (India),5.9,Ram Avtar  a barber in a small village  comes from a poor family  widowed  but has his wife's sister  Sushma  looking after him and his kids. Ram Avtar cuts  shaves  and grooms all males in...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Aaj_Ka_M.L.A_Ram_Avtar.jpg/220px-Aaj_Ka_M.L.A_Ram_Avtar.jpg,https://en.wikipedia.org/wiki/Aaj_Ka_M.L.A._Ram_Avtar
Aaj Ki Awaaz,Action | Crime | Drama,Raj Babbar | Smita Patil | Rashmi Chauhan | Dalip Tahil | Shafi Inamdar | Nana Patekar | Vijay Arora | Dheeraj Kumar | Iftekhar | Om Shivpuri | Chandrashekhar | Urmila Bhatt | Ashalata Wabgaonkar | Deepak Qazir,7 September 1984 (India),5.7,A Professor finds his life turned upside down after he decides to combat crime.,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Aaj_Ki_Awaaz.jpg/220px-Aaj_Ki_Awaaz.jpg,https://en.wikipedia.org/wiki/Aaj_Ki_Awaaz
Abodh,Drama,Mohan Choti | Sheela David | Madhuri Dixit | Dinesh Hingoo | Leela Mishra | Rajshri Nair | Tapas Pal | Savita Prabhune | Sunder Purohit | Ashok Saraf | Sheela Sharma,10 August 1984 (India),6.1,Naive  childish and precocious  Gauri lives a wealthy lifestyle in a small town  Rajanpur  along with her sister  Ratna; her mom; and dad  Girdhari Singh. While at the fair  she gets into ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Abodh_%28movie_poster%29.jpg/220px-Abodh_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Abodh
Andar Baahar,Action | Thriller,Anil Kapoor | Jackie Shroff | Danny Denzongpa | Moon Moon Sen | Parikshat Sahni | Kim | Gulshan Grover,7 September 1984 (India),5.3,Successful in robbing a bank of huge sums of cash; criminal don  Shamsher Singh alias Shera refuses to part the loot with his accomplice  Raja and instead try to shoot him which results in ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Andar_Baahar.jpg/220px-Andar_Baahar.jpg,https://en.wikipedia.org/wiki/Andar_Baahar
Asha Jyoti,Drama | Family | Romance,Rajesh Khanna | Reena Roy | Rekha | Madan Puri | Om Shivpuri | Dina Pathak | Ashalata Wabgaonkar | Asrani | Roopesh Kumar | Roohi Berde | Smriti Wariyar,25 May 1984 (India),6.5,Deepak  a young music player  learns that his late father has a second wife and daughter that no one knew existed. Soon  the same fate befalls Deepak when he falls for and marries Jyoti  a ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Asha_Jyoti.jpg/220px-Asha_Jyoti.jpg,https://en.wikipedia.org/wiki/Asha_Jyoti
Awaaz,Action | Crime | Drama,Rajesh Khanna | Jaya Prada | Rakesh Roshan | Suresh Oberoi | Prem Chopra | Madan Puri | Amrish Puri | Iftekhar | Supriya Pathak | Beena Banerjee | Leena Das | Monty Nath | Sudhir,2 November 1984 (India),6.5,Jayant is an advocate  and practices law in the Bombay High Court. He lives with his wife  Anu  and a sister named Priya. His paths cross with his Police Inspector friend  Amit Gupta  who ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Awaaz.jpg/220px-Awaaz.jpg,https://en.wikipedia.org/wiki/Awaaz
Thaayillamal Naan Illai,Action | Drama,Kamal Haasan | Sridevi | Rajinikanth | Thengai Srinivasan | Major Sundarrajan,14 April 1979 (India),6.6,Pushpa a captive  quite  simple and beautiful young woman is settled in a quite neighborhood with her father. Pushpa is quite an anxious woman to marry since she has acquire the age. Seeing...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Thaayillamal_Naan_Illai.jpg/220px-Thaayillamal_Naan_Illai.jpg,https://en.wikipedia.org/wiki/Aakhri_Sangram
Duniya (1984 film),Action | Drama,Ashok Kumar | Dilip Kumar | Rishi Kapoor | Amrita Singh | Prem Chopra | Amrish Puri | Pran | Satyendra Kapoor | Mac Mohan | Javed Khan | Arvind Deshpande | Sulabha Deshpande | Akbar | Dhumal,18 September 1984 (India),7.0,Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra  Jugal Kishore Ahuja  and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Duniya_%281984%29.jpg/220px-Duniya_%281984%29.jpg,https://en.wikipedia.org/wiki/Duniya_(1984_film)
Haisiyat,Comedy | Drama | Family,Jeetendra | Jaya Prada | Pran | Shakti Kapoor | Rohini Hattangadi | Kader Khan | Raza Murad | Bhushan Tiwari | Viju Khote | Prem Kumar | Pilla Srinivas | Satyendra Kapoor | Jayshree T.,17 August 1984 (India),5.2,A union leader marries his employer  but subsequently gets embroiled in labor/management disputes.,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Haisiyat_%281984_film%29.jpg/220px-Haisiyat_%281984_film%29.jpg,https://en.wikipedia.org/wiki/Haisiyat
Gangvaa,Action | Drama,Rajinikanth | Shabana Azmi | Sarika | Suresh Oberoi | Kader Khan | Amrish Puri,14 September 1984 (India),5.6,Gangvaa (Rajnikant) stays with his parents and brother in a village. His father works for Thakur Mahendra Singh (Amrish Puri). While digging for a well his father and other men get treasure...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Gangvaafilm.jpg/220px-Gangvaafilm.jpg,https://en.wikipedia.org/wiki/Gangvaa
Inquilaab (1984 film),Action | Drama | Thriller,Amitabh Bachchan | C.S. Dubey | Utpal Dutt | Iftekhar | Shafi Inamdar | T.P. Jain | Pinchoo Kapoor | Satyendra Kapoor | Shakti Kapoor | Kader Khan | Viju Khote | Ram Mohan | Purnima | Jagdish Raj,27 January 1984 (India),5.9,"Street-wise and poor  Amar Nath makes a living selling cinema tickets and fast-food snacks (Bhel Puri) outside cinema halls. He is taken under the wing of a politician and Chair of the ""...                    ",https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Inquilaab_%281984%29.jpg/220px-Inquilaab_%281984%29.jpg,https://en.wikipedia.org/wiki/Inquilaab_(1984_film)
Holi (1984 film),Comedy | Drama,Ashutosh Gowariker | Aamir Khan | Rahul Ranade | Sanjeev Gandhi | Manoj Pandya | Amole Gupte | Naseeruddin Shah | Om Puri | Shreeram Lagoo | Deepti Naval | Paresh Rawal | Mohan Gokhale | Raju Barot | Deepak Kejriwal,8 April 1985 (USA),7.6,In a typical college in a typical Indian city  the hostel boys Madan Sharma (Aamir Khan) and his friend are a rowdy lot. The teaching staff suffer from the common apathy of most teachers in...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Holi_-_1984_Movie_Poster.jpg/220px-Holi_-_1984_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Holi_(1984_film)
Jagir (film),Action | Adventure | Drama,Dharmendra | Zeenat Aman | Mithun Chakraborty | Shoma Anand | Danny Denzongpa,26 October 1984 (India),6.3,Three men attempt to seek vengeance against their oppressors.,https://upload.wikimedia.org/wikipedia/en/a/a1/Jagir_poster.jpg,https://en.wikipedia.org/wiki/Jagir_(1984_film)
Jawaani,Action | Drama | Romance,Karan Shah | Neelam Kothari | Moushumi Chatterjee | Navin Nischol | Sharmila Tagore | Anupam Kher | Shammi | Sadashiv Amrapurkar,1986 (Peru),5.8,Sanam Malhotra studies in a hostel  while her parents  Surendra and Sushma  and brother  Jatin  live in Bombay in a small flat. Things change for the Malhotras when they are able to sell a ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Jawaanifilm84.png/220px-Jawaanifilm84.png,https://en.wikipedia.org/wiki/Jawaani
Jeene Nahi Doonga,Action,Dharmendra | Shatrughan Sinha | Raj Babbar | Anita Raj | Roshni | Jagdeep | Raza Murad | Nishi,26 October 1984 (India),5.8,Bitter animosity and hatred has existed between the communities of Jangavar and Dilavar. While Dilavar's Roshan wants to bring peace between everyone  he sets an example by marrying Chandni...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/JeeneNahiDoonga.jpg/220px-JeeneNahiDoonga.jpg,https://en.wikipedia.org/wiki/Jeene_Nahi_Doonga
John Jani Janardhan,Action | Comedy | Drama,Rati Agnihotri | J.N. Anand | Bihari | Chandrashekhar | Chitti Babu | Leena Das | Poonam Dhillon | Dulari | Utpal Dutt | Renu Joshi | Kader Khan | Swaraj Kumar | Vijay Kumar | Munni,26 October 1984 (India),6.5,Inpsector John A. Mendez is an honest and diligent Police Inspector  who lives a middle-class lifestyle with his wife  Cheryl  and a maidservant  Fatimabi. John bursts a gang that makes ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/JohnJaniJanardhan.jpg/220px-JohnJaniJanardhan.jpg,https://en.wikipedia.org/wiki/John_Jani_Janardhan
Jhutha Sach (film),Drama | Family,Dharmendra | Rekha | Amrish Puri | Baby Pinky | Jugal Hansraj | Asrani | Lalita Pawar | Prema Narayan | Aruna Irani | Master Bhagwan | Moolchand | Mukri | Birbal | Azaad Irani,16 November 1984 (India),6.2,After the passing away of his wife (Sunita)  Vijay brings up his two children  Bhishan and Charudatta  who want him to re-marry  and go around selecting a mother. They pick on Alka  who is ...                    ,https://upload.wikimedia.org/wikipedia/en/9/9a/Jhutha_Sach.jpg,https://en.wikipedia.org/wiki/Jhutha_Sach_(film)
Karishmaa,Crime | Thriller,Kamal Haasan | Reena Roy | Tina Ambani | Danny Denzongpa | Swaroop Sampat | Jagdeep | Sarika | Mahesh Anand | Satyendra Kapoor | Raza Murad | Baby Pinky | Shammi | Mac Mohan | Viju Khote,30 November 1984 (India),6.9,A photographer befriends three models  but lands in trouble when two of them are killed.,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Karishma_%281984_film%29.jpg/220px-Karishma_%281984_film%29.jpg,https://en.wikipedia.org/wiki/Karishmaa
Kasam Paida Karne Wale Ki,Action | Drama,Mithun Chakraborty | Smita Patil | Salma Agha | Amrish Puri | Karan Razdan | Gita Siddharth | Jankidas | Yunus Parvez | Bob Christo | Manik Irani | Jag Darshan Singh | Gurbachan Singh | Viju Khote | Vee Suri,23 November 1984 (India),5.7,Aarti lives with her only son Avinash. When Avinash falls in love and decides to get married  she tells him the truth about his father's death.,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/KasamPKWK.jpg/220px-KasamPKWK.jpg,https://en.wikipedia.org/wiki/Kasam_Paida_Karne_Wale_Ki
Khandhar,Drama,Shabana Azmi | Annu Kapoor | Pankaj Kapur | Sreela Majumdar | Gita Sen | Naseeruddin Shah,8 June 1984 (India),7.2,Subhash is a photographer from the city  who has come to take pictures of some old temples and ruins in a village. Ruins fascinate him. While in the village  he gets acquainted with a young...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Khanda4f.jpg/220px-Khanda4f.jpg,https://en.wikipedia.org/wiki/Khandhar
Ghar Ek Mandir (film),Drama,Shashi Kapoor | Moushumi Chatterjee | Mithun Chakraborty | Ranjeeta Kaur | Raj Kiran | Prem Chopra | Aruna Irani | Suresh Oberoi | Kader Khan | Shoma Anand | Asrani | Shakti Kapoor,9 March 1984 (India),5.4,A joint family consisting of three brothers Prem (Shashi Kapoor)  Vijay (Raj Kiran) and Ravi (Mithun Chakraborty) are leading a happy and prosperous life. They consider their house temple ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Ghar_Ek_Mandir_poster.jpg/220px-Ghar_Ek_Mandir_poster.jpg,https://en.wikipedia.org/wiki/Ghar_Ek_Mandir_(film)
Mashaal,Action | Drama | Family,Anil Kapoor | Dilip Kumar | Waheeda Rehman | Rati Agnihotri | Amrish Puri | Saeed Jaffrey,9 February 1984 (India),7.4,A chain of events changes Raja's life - from black marketer to journalist to an underworld Don and a Racketeer in order to combat Vardhan.,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Mashaal.jpg/220px-Mashaal.jpg,https://en.wikipedia.org/wiki/Mashaal
Maqsad,Action | Crime | Musical,Rajesh Khanna | Jeetendra | Jaya Prada | Sridevi | Waheeda Rehman | Prem Chopra | Ranjeet | Amjad Khan | Kader Khan | Shreeram Lagoo | Om Shivpuri | Shakti Kapoor | Asrani | Deepak Parashar,27 April 1984 (India),5.9,Rajeshwar belongs to a wealthy family  and is the only son of Dharamraj  who is an industrialist  and partners with Naglingam Reddy  Nagendra  and Dhanraj. Rajeshwar meets Bharati  who ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Maqsadfilm.jpg/220px-Maqsadfilm.jpg,https://en.wikipedia.org/wiki/Maqsad
Naya Kadam,Drama | Family | Romance,Rajesh Khanna | Padmini Kolhapure | Sridevi | Jaya Prada | Kader Khan | Om Shivpuri | Ranjeet | Satyendra Kapoor | Asrani | Jayshree Gadkar | Mohan Choti | Dinesh Hingoo | Renu Joshi | Nandita Thakur,5 October 1984 (India),6.2,Madhukar and Jaggu are Hitler-like tyrants who rule over a small community with an iron hand. They prefer to keep the inhabitants illiterate  so that they can continue to oppress and abuse ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Naya_Kadam_%281984%29.jpg/220px-Naya_Kadam_%281984%29.jpg,https://en.wikipedia.org/wiki/Naya_Kadam
Parama (film),Drama,Rakhee Gulzar | Aparna Sen | Mukul Sharma | Dipankar Dey | Anil Chatterjee | Sandhya Rani | Chaiti Ghosal,5 June 1989 (Denmark),6.6,A 40-year-old married woman falls in love with a young man.,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/ParomaPoster.jpg/220px-ParomaPoster.jpg,https://en.wikipedia.org/wiki/Paroma
Paar (film),Drama,Naseeruddin Shah | Shabana Azmi | Utpal Dutt | Anil Chatterjee | Mohan Agashe | Kamu Mukherjee | Sunil Mukherjee | Masood Akhtar | Usha Ganguly | Kalyan Chatterjee | Bimal Deb | Bhoopal Reddy | Sujal Roy Chowdhury | Reba Roy Chowdhury,September 1984 (Italy),7.4,This is Goutam Ghose's speculative commentary on poverty and exploitation in rural Bihar  based on Bengali story Paathi.,https://upload.wikimedia.org/wikipedia/en/c/c7/Paar_Poster.JPG,https://en.wikipedia.org/wiki/Paar_(film)
Vayanadan Thamban,Horror,Kamal Haasan | Joginder Shelly | Madhu Malhotra | Shobhalata | Beena Banerjee | Kuthiravattam Pappu | Kumar,13 August 1984 (India),5.2,Add a Plot »,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/VayanadhanThamban.jpg/220px-VayanadhanThamban.jpg,https://en.wikipedia.org/wiki/Pyasa_Shaitan
Qaidi (1984 film),Action | Drama,Asrani | Urmila Bhatt | Bharat Bhushan | Jeetendra | Shakti Kapoor | Kader Khan | Dev Kumar | Sujit Kumar | Madhavi | Hema Malini | Ranjeet | Shatrughan Sinha | Vidya Sinha,18 May 1984 (India),5.8,Suraj lives in a small rural town in India with his widowed father  Yashpal  and a widowed sister  Sita. Suraj attends college  becomes a graduate and returns home to find that their family...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Qaidi_%281984_film%29.jpg/220px-Qaidi_%281984_film%29.jpg,https://en.wikipedia.org/wiki/Qaidi_(1984_film)
Raaj Tilak,Action | Drama,Dharmendra | Hema Malini | Kamal Haasan | Pran | Raaj Kumar | Sunil Dutt | Reena Roy | Ajit | Ranjeeta Kaur | Madan Puri | Ranjeet | Sarika | Yogeeta Bali,31 August 1984 (India),6.0,The local King has surrounded himself with enemies  which include his own trusted men: Bhavani Singh  and Ranjeet  who plot to overthrow him  in vain  as the King's loyal employee  Samadh ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Raaj_Tilak.jpg/220px-Raaj_Tilak.jpg,https://en.wikipedia.org/wiki/Raaj_Tilak
Saaransh,Drama,Rohini Hattangadi | Anupam Kher | Soni Razdan | Madan Jain | Suhas Bhalekar | Alok Nath | Akash Khurana | Vijay Kashyap | Kishore Jariwala | Suresh Chatwal | Salim Ghouse | Arun Bakshi | Sankalp Dubey | Rajesh Kumar,25 May 1984 (India),8.2,An old couple lend a room on rent after recent death of the bread earner of the family  their only son. A budding actress starts living with them  who is in love with a local politician's only son. The movie shows what later ensues.,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Saaransh.jpg/220px-Saaransh.jpg,https://en.wikipedia.org/wiki/Saaransh
Sunny (1984 film),Drama | Romance,Sunny Deol | Amrita Singh | Dharmendra | Waheeda Rehman | Sharmila Tagore,28 September 1984 (India),5.6,Wealthy businessman Inderjeet marries a lovely woman named Gayetri  but is unhappy with this marriage  as she is unable to bear him any children. He starts frequenting brothels  where he ...                    ,https://upload.wikimedia.org/wikipedia/en/6/66/Sunny_%281984%29.jpg,https://en.wikipedia.org/wiki/Sunny_(1984_film)
