title,genres,actors,imdb_rating,year_of_release
Karmayogi (1978 film),action,mala sinha|raaj kumar|jeetendra|rekha|reena roy|ajit|sudhir dalvi|mushtaq merchant|onkar ahmad|vijay mehta|abbas ali|master rajesh|rahul|rajeev|,5.9,1978
Kasme Vaade,action|crime|drama,rakhee gulzar|amitabh bachchan|randhir kapoor|neetu singh|vijayendra ghatge|master bhagwan|azaad irani|nitin sethi|sharat saxena|katy mirza|shivraj|h.f. mistry|prakash mishra|gajraj|,6.7,1978
Khatta Meetha (1978 film),comedy|drama|family,ashok kumar|rakesh roshan|bindiya goswami|raju shrestha|deven verma|preeti ganguli|ranjit chowdhry|devendra khandelwal|vimal sahu|ravi raaj|pearl padamsee|pradeep kumar|keshto mukherjee|david abraham|,7.5,1978
Khoon Ka Badla Khoon,action|thriller,vinod khanna|mahendra sandhu|asha sachdev|ajit|bindu|jayshree t.|padma khanna|purnima|arpana choudhary|iftekhar|mohan choti|imtiaz khan|,5.9,1978
Khoon Ki Pukaar,action|drama|musical,vinod khanna|shabana azmi|aruna irani|pran|amjad khan|iftekhar|roopesh kumar|rita bhaduri|krishnakant|madhup sharma|,5.9,1978
Main Tulsi Tere Aangan Ki,drama|family,nutan|asha parekh|vijay anand|vinod khanna|deb mukherjee|heena kausar|neeta mehta|geeta behl|trilok kapoor|master bhagwan|purnima|kumari naaz|goga kapoor|c.s. dubey|,6.7,1978
Kondura,drama,anant nag|raogopalrao|vanisri|shekhar chatterjee|smita patil|satyadev dubey|,7.2,1978
Mera Rakshak,action|crime|drama,mithun chakraborty|abhi bhattacharya|shreeram lagoo|gayatri|,4.6,1978
Muqaddar Ka Sikandar,drama|romance,amitabh bachchan|vinod khanna|rakhee gulzar|rekha|amjad khan|nirupa roy|sulochana latkar|shreeram lagoo|kader khan|goga kapoor|ranjeet|manmohan krishna|yusuf khan|paidi jairaj|,7.5,1978
Nasbandi,comedy|drama,anitav bachchan|kanauj kumar|shahi kapoor|rakesh khanna|shivanand|shatru bin sinha|ambika johar|anwar hussain|rajendra nath|anil johar|leela mishra|i.s. johar|jeevan|hiralal|,6.5,1978
Naya Daur (1978 film),action|crime|drama,major anand|bhavana bhatt|leena das|danny denzongpa|sadiq irani|farida jalal|pinchoo kapoor|rishi kapoor|shashi kiran|shreeram lagoo|paintal|om prakash|madan puri|purnima|,5.1,1978
Phaansi,action|drama,shashi kapoor|sulakshana pandit|ranjeet|pran|jeevan|urmila bhatt|iftekhar|d.k. sapru|sudhir|ram mohan|m.b. shetty|mohan sherry|aarti|birbal|,6.3,1978
Phool Khile Hain Gulshan Gulshan (film),drama|family,rishi kapoor|moushumi chatterjee|ashok kumar|amjad khan|asrani|ranjeet|helen|paintal|mukri|shreeram lagoo|,5.4,1978
Phandebaaz,action|comedy,dharmendra|moushumi chatterjee|prem chopra|satyendra kapoor|brahmachari|ranjeet|jagdish raj|bindu|kumari naaz|krishnakant|mac mohan|master bhagwan|tun tun|helen|,6.8,1978
Ram Kasam,action,sunil dutt|rekha|bindiya goswami|sudhir|d.k. sapru|nirupa roy|jeevan|jankidas|jagdish raj|c.s. dubey|bindu|amjad khan|,4.7,1978
Saajan Bina Suhagan,crime|drama|family,nutan|vinod mehra|shreeram lagoo|radhika bartake|aarti chopra|padmini kolhapure|rajendra kumar|t.p. jain|leela mishra|prem bedi|paresh nanda|pinchoo kapoor|chandrashekhar|satyendra kapoor|,6.5,1978
Safed Haathi,adventure|drama|family,vijay arora|ashwani|utpal dutt|gayatri|mala jaggi|sadhu meher|,7.3,1977
Shalimar (1978 film),action|adventure|crime,dharmendra|zeenat aman|rex harrison|sylvia miles|john saxon|o.p. ralhan|shammi kapoor|prem nath|shreeram lagoo|aruna irani|clyde chai-fa|m.b. shetty|phunsok ladhakhi|anita|,6.3,1978
Sone Ka Dil Lohe Ke Haath,action,ajay|sudha chopra|rajan haksar|nasir hussain|aruna irani|t.p. jain|kamal kapoor|viju khote|rajendra kumar|ram mohan|jagdish raj|dara singh|mala sinha|vidya sinha|,6.4,1978
Toote Khilone,drama,shekhar kapur|shabana azmi|urmila bhatt|utpal dutt|rakesh pandey|jankidas|master bhagwan|bharat kapoor|,6.1,1978
Swarg Narak,comedy|drama|family,sanjeev kumar|jeetendra|vinod mehra|moushumi chatterjee|shabana azmi|tanuja|jagdeep|om shivpuri|raj mehra|shammi|vikram gokhale|komilla virk|adil amaan|birbal|,5.6,1978
Trishna (1978 film),drama,shashi kapoor|sanjeev kumar|rakhee gulzar|bindu|sujit kumar|dinesh hingoo|preeti ganguli|raju shrestha|minoo chitnis|preetam|vikrant romeo|mohammed hanif|billimoria|raza murad|,6.9,1978
Aadmi Sadak Ka,drama|family,shatrughan sinha|vikram makandar|zaheera|sujit kumar|deven verma|asit kumar sen|david abraham|agha|joginder shelly|,5.5,1977
Tumhare Liye,drama|family,sanjeev kumar|vidya sinha|ashok kumar|neelam mehra|anita guha|,5.9,1978
Vishwanath (1978 film),action|mystery|thriller,shatrughan sinha|reena roy|pran|prem nath|sulochana latkar|rita bhaduri|parikshat sahni|madan puri|sudhir|ranjeet|randhir|jagdish raj|keshav rana|satyendra kapoor|,6.3,1978
Aakhri Goli,action,sunil dutt|leena chandavarkar|farida jalal|ajit|amjad khan|om prakash|nirupa roy|,4.9,1977
Aafat,crime|drama,navin nischol|leena chandavarkar|jayshree t.|amjad khan|mehmood|tiwari|sajjan|a.a. shaikh|a.k. hangal|,6.1,1977
Satyam Shivam Sundaram,drama|romance,shashi kapoor|zeenat aman|kanhaiyalal chaturvedi|a.k. hangal|david abraham|hari shivdasani|leela chitnis|sheetal|padmini kolhapure|baby komal|tun tun|vishwa mehra|mansaram|h.l. pardesi|,7.1,1978
Aaina (1977 film),drama,mumtaz|rajesh khanna|a.k. hangal|nirupa roy|lalita pawar|manmohan krishna|adil amaan|rita bhaduri|jayasudha|anjum savera|vandana rane|yasmin|seema|kalpana|,7.0,1977
Aap Ki Khatir (1977 film),action|comedy|drama,vinod khanna|rekha|nadira|helen|mac mohan|kuljit singh|asrani|sonia sahni|om shivpuri|murad|jankidas|tarun ghosh|piloo j. wadia|tun tun|,6.1,1977
Aashiq Hoon Baharon Ka,romance,rajesh khanna|zeenat aman|danny denzongpa|rehman|om prakash|sulochana latkar|nadira|preeti ganguli|pinchoo kapoor|julie|,5.6,1977
Adalat (1976 film),action|drama|family,amitabh bachchan|waheeda rehman|neetu singh|kader khan|k.n. singh|d.k. sapru|anwar hussain|sujit kumar|,6.5,1976
Abhi To Jee Lein,action|drama|thriller,jaya bachchan|danny denzongpa|simi garewal|iftekhar|farida jalal|shashi kiran|kiran kumar|surendra nath|paintal|,5.5,1977
Ab Kya Hoga,mystery|thriller,shatrughan sinha|neetu singh|asrani|farita boyce|chand usmani|indrani mukherjee|gopal tak|coca cola|mahavir shah|prabhat bhatti|darshan|bishan khanna|saibi oberoi|prakash khandelwal|,5.0,1977
Adha Din Aadhi Raat,action,vinod khanna|shabana azmi|asha parekh|om shivpuri|jalal agha|prem chopra|ranjeet|jayshree t.|pratima devi|,5.2,1977
Agar... If,drama,amol palekar|zarina wahab|kader khan|vijayendra ghatge|tun tun|jagdeep|,6.4,1977
Agent Vinod (1977 film),action|crime|drama,mahendra sandhu|asha sachdev|iftekhar|jagdeep|pinchoo kapoor|nasir hussain|ravindra kapoor|k.n. singh|v. gopal|viju khote|sunder|master bhagwan|jayshree t.|birbal|,5.8,1977
Alaap,drama|musical,amitabh bachchan|rekha|chhayadevi|asrani|manmohan krishna|lily chakravarty|farida jalal|om prakash|yunus parvez|vijay sharma|benjamin gilani|master ravi|lalita kumari|nadir|,6.8,1977
Amaanat,drama|family,manoj kumar|sadhana|balraj sahni|mehmood|rehman|dheeraj kumar|shashikala|aruna irani|krishan dhawan|asit kumar sen|brahm bhardwaj|praveen paul|mukri|devyani|,6.3,1977
Alibaba Marjinaa,action|adventure,urmila bhatt|birbal|jagdeep|pinchoo kapoor|shakti kapoor|javed khan|viju khote|prem krishan|madhu malhotra|ram mohan|paintal|amrish puri|d.k. sapru|sharat saxena|,6.8,1977
Anand Ashram,drama|family,ashok kumar|uttam kumar|sharmila tagore|rakesh roshan|moushumi chatterjee|utpal dutt|anita guha|asit kumar sen|manik dutt|chandrima bhaduri|alankar joshi|prema narayan|c.s. dubey|master ravi|,7.1,1977
Anurodh,drama|family,rajesh khanna|ashok kumar|vinod mehra|asrani|simple kapadia|nirupa roy|utpal dutt|dina pathak|rita bhaduri|abhi bhattacharya|preeti ganguli|asit kumar sen|birbal|mrinal mukherjee|,6.9,1977
Apnapan,drama|family|musical,jeetendra|sanjeev kumar|reena roy|sulakshana pandit|aruna irani|iftekhar|raj mehra|pinchoo kapoor|sunder|master bittoo|sudhir dalvi|lata sinha|birbal|nivedita joshi saraf|,6.5,1977
Chaani,drama,ranjana|,7.9,1977
Chacha Bhatija,action|comedy|drama,dharmendra|hema malini|randhir kapoor|yogeeta bali|rehman|anwar hussain|indrani mukherjee|jeevan|roopesh kumar|sonia sahni|dev kumar|durga khote|satyajeet|tun tun|,5.7,1977
Chakkar Pe Chakkar,action|comedy|crime,shashi kapoor|rekha|pran|amjad khan|bindu|asrani|madan puri|raza murad|lalita pawar|kumari naaz|ram mohan|sudhir|rajan haksar|rajesh behl|,5.4,1977
Chala Murari Hero Banne,comedy|musical|romance,asrani|bindiya goswami|satyendra kapoor|a.k. hangal|keshto mukherjee|paintal|simi garewal|bunty|aruna irani|harindranath chattopadhyay|viju khote|moolchand|rupa|zarina|,7.0,1977
Chalta Purza,action|thriller,rajesh khanna|parveen babi|rakesh roshan|ajit|asrani|bindu|mumtaz begum|sudhir|dev kumar|ranjeet|manorama|murad|dhumal|v. gopal|,6.5,1977
Chandi Sona,action|thriller,sanjay khan|parveen babi|prem nath|pran|ranjeet|danny denzongpa|asrani|paintal|mukri|yusuf khan|kamini kaushal|achala sachdev|manju asrani|piloo j. wadia|,6.0,1977
Charandas,drama|family,vikram makandar|om prakash|lakshmi|urmila bhatt|naresh suri|geeta khanna|farida jalal|sunder|raj mehra|manorama|randhir|manik dutt|sheetal|maruti|,5.8,1977
Chhailla Babu,action|crime|romance,rajesh khanna|zeenat aman|asrani|om shivpuri|padma khanna|achala sachdev|ranjeet|paidi jairaj|ravindra kapoor|mac mohan|manmohan|gulshan arora|mohan sherry|ashim kumar|,6.9,1977
Chor Sipahee,action|crime|drama,shashi kapoor|vinod khanna|parveen babi|shabana azmi|ranjeet|durga khote|aruna irani|asrani|manju asrani|mac mohan|kader khan|narendra nath|moolchand|om shivpuri|,5.6,1977
Daku Aur Mahatma,action|drama,rajendra kumar|reena roy|kabir bedi|,4.7,1977
Darling Darling (1977 film),romance,dev anand|zeenat aman|nadira|mehmood|jeevan|poonam sinha|durga khote|helen|sajjan|dheeraj kumar|birbal|,6.7,1977
Dharam Veer (film),action|fantasy,dharmendra|zeenat aman|jeetendra|neetu singh|pran|sheroo the wonder bird|bobby deol|indrani mukherjee|jeevan|sujit kumar|dev kumar|azaad irani|d.k. sapru|b.m. vyas|,6.7,1977
Dildaar,action|comedy|drama,jeetendra|rekha|sujit kumar|prem chopra|nazneen|keshto mukherjee|jeevan|jagdeep|deven verma|,4.6,1977
Do Sholay,action,c.s. aasie|lata arora|billa|master bittoo|dhanraj|dharmendra|rajan haksar|hiralal|kanchan|uma khosla|dev kumar|rajendra kumar|sujit kumar|mehar mittal|,3.2,1977
Doosra Aadmi,drama|family|romance,shashi kapoor|rishi kapoor|neetu singh|rakhee gulzar|deven verma|parikshat sahni|satyendra kapoor|gita siddharth|beena banerjee|ramesh tiwari|chandu|rajan verma|hangama|javed khan|,7.0,1977
Amar Akbar Anthony,action|comedy|drama,vinod khanna|rishi kapoor|amitabh bachchan|shabana azmi|neetu singh|parveen babi|nirupa roy|pran|jeevan|yusuf khan|mukri|nasir hussain|kamal kapoor|hercules|,7.5,1977
Bhumika (film),drama,smita patil|anant nag|naseeruddin shah|amrish puri|amol palekar|kulbhushan kharbanda|sulabha deshpande|baby rukshana|b.v. karanth|dina pathak|mohan agashe|kusum deshpande|rekha sabnis|baby bitto|,7.5,1977
Ek Hi Raasta (1977 film),drama|family,jeetendra|shabana azmi|vinod mehra|indrani mukherjee|jagdeep|maruti|asha sachdev|utpal dutt|om shivpuri|,6.2,1977
Dulhan Wahi Jo Piya Man Bhaye,drama|family|musical,rameshwari|prem krishan|madan puri|shyamali|iftekhar|jagdeep|leela mishra|sunder|shivraj|viju khote|,8.1,1977
Dream Girl (1977 film),romance|thriller,ashok kumar|dharmendra|hema malini|prem chopra|lalita pawar|dina pathak|komilla virk|alka|pinchoo kapoor|s.n. banerjee|d.k. sapru|praveen paul|birbal|kuljeet|,6.0,1977
Farishta Ya Qatil,action|drama,shashi kapoor|rekha|jayshree t.|yunus parvez|utpal dutt|,4.8,1977
Haiwan,musical|mystery|thriller,laxmi chhaya|manik dutt|padma khanna|neena mahapatra|deb mukherjee|joy mukherjee|raja mukherjee|ram mukherjee|toy mukherjee|prema narayan|nazneen|dharam pal|sunila pradhan|rakesh roshan|,6.0,1977
Gharaonda,drama|romance,amol palekar|zarina wahab|sadhu meher|shreeram lagoo|jalal agha|dina pathak|preetam baily|t.p. jain|,6.9,1977
Hatyara,action|crime,vinod khanna|moushumi chatterjee|rakesh roshan|pran|nirupa roy|mehmood|rajesh khanna|dev kumar|pradeep kumar|manmohan|raj kumar|raj mehra|kanhaiyalal chaturvedi|chand usmani|,6.6,1977
Hira Aur Patthar,family,ashok kumar|shashi kapoor|shabana azmi|asrani|bindu|narendra nath|jayshree t.|bharat bhushan|chandrashekhar|vatsala deshmukh|vandna shashtri|pinchoo kapoor|raj mehra|asit kumar sen|,5.8,1977
Hum Kisise Kum Naheen,action|comedy|drama,rishi kapoor|tariq|kaajal kiran|amjad khan|om shivpuri|kamal kapoor|ravindra kapoor|rinku|vimal ahuja|ashoo|sushma shreshta|murad|tom alter|master bunty|,7.1,1977
Immaan Dharam,action|drama,shashi kapoor|sanjeev kumar|amitabh bachchan|rekha|aparna sen|helen|prem chopra|om shivpuri|shreeram lagoo|utpal dutt|amrish puri|a.k. hangal|m.b. shetty|sudhir|,5.7,1977
Inkaar (1977 film),mystery|thriller,vinod khanna|vidya sinha|shreeram lagoo|sadhu meher|amjad khan|m. rajan|lily chakravarty|master rajesh|bharat kapoor|raju shrestha|ranjita thakur|sheetal|harish magon|shekhar purohit|,7.0,1977
Jadu Tona,horror|romance,ashok kumar|feroz khan|reena roy|prem chopra|baby pinky|prem nath|kanhaiyalal chaturvedi|leela mishra|ramesh deo|k.n. singh|mukri|v.d. puranik|pandey|vijaya bhanu|,6.0,1977
Jallian Wala Bagh,history,shabana azmi|gulzar|vinod khanna|ram mohan|deepti naval|balraj sahni|parikshat sahni|om shivpuri|,7.1,1977
Jay Vejay,action|adventure|drama,jeetendra|reena roy|prem krishan|bindiya goswami|om shivpuri|satyendra kapoor|urmila bhatt|roopesh kumar|kamal kapoor|lalita pawar|paintal|brahmachari|sheetal|sarla yeolekar|,5.4,1977
Kachcha Chor,drama,randhir kapoor|rekha|som dutt|ranjeet|jankidas|helen|,4.4,1977
Kalabaaz,action|adventure|drama,dev anand|zeenat aman|pradeep kumar|sujit kumar|dev kumar|asrani|tarun ghosh|hercules|a.k. hangal|maruti|lalita kumari|ram mohan|mohan sherry|probir roy|,6.1,1977
Karm,drama|family,rajesh khanna|vidya sinha|shabana azmi|asrani|kumari naaz|iftekhar|prema narayan|achala sachdev|om shivpuri|roopesh kumar|dinesh thakur|master bittoo|,6.9,1977
Kasum Khoon Ki,action|thriller,asrani|prem chopra|tarun ghosh|aruna irani|farida jalal|jankidas|jeetendra|shakti kapoor|amjad khan|raj kishore|roopesh kumar|sujit kumar|murad|sulakshana pandit|,5.4,1977
Khoon Pasina,action|drama,amitabh bachchan|vinod khanna|rekha|nirupa roy|helen|,6.3,1977
Khel Khilari Ka,action|thriller,dharmendra|shabana azmi|dhruv|dev kumar|narendra nath|mehmood jr.|komilla virk|ravi|johnny walker|sujata bakshi|bharat bhushan|shyama|sajjan|hiralal|,6.3,1977
Kinara (film),drama|romance,jeetendra|hema malini|dharmendra|shreeram lagoo|keshto mukherjee|leela mishra|om shivpuri|,6.7,1977
Kissa Kursi Ka,drama,shabana azmi|raj babbar|chaman bagga|utpal dutt|raj kiran|katy mirza|surekha sikri|manohar singh|rehana sultan|,7.2,1978
Kitaab,drama,uttam kumar|vidya sinha|shreeram lagoo|raju shrestha|master tito|lucky ali|pankaj|anees|indrani mukherjee|ram mohan|dina pathak|keshto mukherjee|asit kumar sen|t.p. jain|,7.4,1977
Kotwal Saab,action|crime|drama,shatrughan sinha|aparna sen|sudhir|raza murad|david abraham|utpal dutt|asrani|kanu roy|amol sen|jerry|mridula rani|siddharth|anand pal|masterji|,6.0,1977
Maha Badmaash,action|crime|thriller,vinod khanna|neetu singh|,5.3,1977
Mama Bhanja,comedy|drama|family,shammi kapoor|randhir kapoor|parveen babi|asha sachdev|nadira|raj kishore|ram mohan|lalita pawar|hari shivdasani|moolchand|jagdish raj|ghanshyam rohera|master sailesh|randhir|,6.6,1977
Mukti (1977 film),crime|drama|romance,shashi kapoor|sanjeev kumar|vidya sinha|deven verma|master bittoo|bindiya goswami|a.k. hangal|anju mahendru|kader khan|dev kumar|d.k. sapru|murad|brahm bhardwaj|pinchoo kapoor|,7.2,1977
Paapi,action|crime|drama,sunil dutt|sanjeev kumar|zeenat aman|reena roy|prem chopra|padma khanna|madan puri|iftekhar|durga khote|jagdish raj|jatin|appi umrani|moolchand|dhanraj|,7.5,1977
Paheli (1977 film),drama|family,satyajeet|nameeta chandra|abka chuliya|arun govil|durga khote|a.k. hangal|leela mishra|dina pathak|,7.8,1977
Palkon Ki Chhaon Mein,drama|family,rajesh khanna|hema malini|asrani|farida jalal|kanhaiyalal chaturvedi|leela mishra|raju shrestha|sharma|pratima devi|dhumal|shahid bijnori|sunder|amjad khan|jeetendra|,7.7,1977
Pandit Aur Pathan,action|crime|drama,kiran kumar|nazneen|mehmood|joginder shelly|dheeraj kumar|rita haskar|,5.9,1977
Parvarish (1977 film),action|crime|drama,shammi kapoor|amitabh bachchan|vinod khanna|neetu singh|shabana azmi|kader khan|amjad khan|dev kumar|indrani mukherjee|heena kausar|master ratan|master tito|chand usmani|sheikh|,6.9,1977
Safed Jhooth,comedy|drama|family,ashok kumar|vinod mehra|mithu mukherjee|amol palekar|vidya sinha|deven verma|,5.4,1978
Priyatama,romance,jeetendra|neetu singh|rakesh roshan|utpal dutt|asha sachdev|i.s. johar|asrani|deven verma|,6.6,1978
Manmadha Leelai,comedy|musical|romance,kamal haasan|,7.4,1976
Ram Bharose,comedy,randhir kapoor|rekha|amjad khan|dara singh|keshto mukherjee|kanan kaushal|madan puri|nasir hussain|sujit kumar|raza murad|tom alter|sailesh kumar|gajanan jagirdar|jagdish raj|,6.7,1977
The Chess Players (film),comedy|drama|history,sanjeev kumar|saeed jaffrey|shabana azmi|farida jalal|veena|david abraham|victor banerjee|farooq shaikh|tom alter|leela mishra|barry john|samarth narain|bhudo advani|kamu mukherjee|,7.7,1977
Saheb Bahadur,comedy,dev anand|priya rajvansh|ajit|om prakash|,6.7,1977
Shankar Hussain,drama,pradeep kumar|kanwaljit singh|madhu chanda|suhali|gajanan jagirdar|shreeram lagoo|jalal agha|,6.6,1977
Taxi Taxie,adventure|comedy|drama,amol palekar|zaheera|reena roy|rama vij|,6.2,1977
Shirdi Ke Sai Baba,biography|drama,sudhir dalvi|manoj kumar|rajendra kumar|hema malini|shatrughan sinha|raj mehra|,6.8,1977
Zamaanat,action|crime|thriller,jeetendra|reena roy|,3.5,1977
Tyaag,drama|romance,rajesh khanna|sharmila tagore|prem chopra|sulochana latkar|mukri|master tito|asit kumar sen|murad|bindu|kamal kapoor|dheeraj kumar|sona mastan mirza|amrit patel|tun tun|,7.4,1977
Yaaron Ka Yaar,action,shatrughan sinha|leena chandavarkar|prem nath|achala sachdev|ramesh deo|indrani mukherjee|tiwari|master tito|helen|yunus parvez|raja duggal|aarti|nana palsikar|asit kumar sen|,7.1,1977
Yehi Hai Zindagi,comedy|drama,sanjeev kumar|utpal dutt|david abraham|romesh sharma|ramesh deo|lucky ali|vikram gokhale|umesh sharma|adil|rajbaldeo|j.n. anand|v.d. puranik|prakash|madhukar|,6.4,1977
Aaj Ka Mahaatma,action|romance,randhir kapoor|rekha|ranjeet|bindu|manmohan|manmohan krishna|kumud chuggani|purnima|m.b. shetty|keshav rana|abhimanyu sharma|keshto mukherjee|sanjana|dilip dutt|,3.6,1976
Aaj Ka Ye Ghar,drama,jaymala adarsh|shreeram lagoo|romesh sharma|helen|lalita pawar|baby mona|jalal agha|madan puri|i.s. johar|chandrashekhar|ramesh deo|master tito|a.k. hangal|ilaben|,4.4,1976
Aap Beati,drama|family,shashi kapoor|hema malini|ashok kumar|nirupa roy|prem nath|aruna irani|helen|asrani|sujit kumar|madan puri|tun tun|piloo j. wadia|kumari naaz|dulari|,5.9,1976
Arjun Pandit (1976 film),drama|family,sanjeev kumar|srividya|ashok kumar|bindu|vinod mehra|deven verma|sachin|keshto mukherjee|,7.5,1976
Bairaag,drama|thriller,dilip kumar|saira banu|leena chandavarkar|prem chopra|sujit kumar|madan puri|paidi jairaj|nasir hussain|paintal|nasir khan|ruma guha thakurta|kumari naaz|purnima|leela mishra|,6.9,1976
Bajrangbali (film),fantasy,biswajit chatterjee|dara singh|moushumi chatterjee|mehmood|prem nath|,7.7,1976
Swami (1977 film),drama,shabana azmi|girish karnad|utpal dutt|dheeraj kumar|vikram makandar|deepak kumar|,6.7,1977
Balika Badhu (1976 film),comedy|drama|romance,sachin|rajni sharma|asrani|a.k. hangal|prema narayan|urmila bhatt|paintal|asit kumar sen|om shivpuri|preeti ganguli|kajri|master panna|,6.9,1976
Barood (1976 film),action|crime|drama,rishi kapoor|reena roy|shoma anand|ashok kumar|ajit|prem chopra|madan puri|david abraham|,5.5,1976
Bhala Manus,drama|romance,randhir kapoor|neetu singh|aruna irani|om shivpuri|asrani|komilla virk|birbal|moolchand|mushtaq merchant|mukri|,5.1,1976
Bhanwar,drama|romance,ashok kumar|randhir kapoor|parveen babi|asrani|aruna irani|ranjeet|kamini kaushal|nadira|madan puri|arpana choudhary|dhumal|brahm bhardwaj|ashoo|sulochana chatterjee|,6.2,1976
Chalte Chalte (1976 film),romance|thriller,simi garewal|vishal anand|nazneen|shreeram lagoo|jagdish raj|chandrima bhaduri|ashalata wabgaonkar|ratan gaurang|hakim|n. mehra|b. parmeshwar|ghanshyam dubey|jaswant|jankidas|,5.6,1976
